slug,state,postcode,population,medianAge,sharedInPostcode
south-molle-qld-4741,QLD,4741,7346,44,17
burton-qld-4742,QLD,4742,1192,37,4
bangalee-qld-4703,QLD,4703,25129,43,10
o-reillys-qld-4275,QLD,4275,3895,41,5
glebe-qld-4420,QLD,4420,1219,40,4
peek-a-doo-qld-4420,QLD,4420,1219,40,4
little-tuan-qld-4650,QLD,4650,34942,49,16
spring-hill-qld-4000,QLD,4000,20341,31,6
hinchinbrook-qld-4849,QLD,4849,1368,60,2
stephens-island-qld-4875,QLD,4875,7526,28,23
homebush-qld-4740,QLD,4740,85500,38,30
keswick-island-qld-4740,QLD,4740,85500,38,30
timberlands-qld-4740,QLD,4740,85500,38,30
woodridge-qld-4114,QLD,4114,29702,32,6
south-mission-qld-4852,QLD,4852,4055,50,5
middle-park-qld-4074,QLD,4074,24071,40,3
weipa-airport-qld-4874,QLD,4874,5603,30,5
down-river-qld-4806,QLD,4806,3771,49,8
kidston-qld-4871,QLD,4871,10798,42,35
logan-hyperdome-bc-qld-4128,QLD,4128,16936,38,2
araluen-qld-4570,QLD,4570,46427,46,15
woodleigh-qld-4352,QLD,4352,31026,39,14
ringwood-qld-4343,QLD,4343,12173,36,4
st-george-qld-4487,QLD,4487,3179,38,1
mount-pleasant-qld-4740,QLD,4740,85500,38,30
bullawarra-qld-4492,QLD,4492,322,35,4
abington-qld-4660,QLD,4660,8048,56,10
mornington-qld-4825,QLD,4825,19299,31,25
talbot-vic-3371,VIC,3371,1090,56,2
carina-qld-4152,QLD,4152,47570,38,3
obil-bil-qld-4626,QLD,4626,1992,42,3
maralinga-tjarutja-lands-sa-5690,SA,5690,3954,39,10
deep-creek-qld-4625,QLD,4625,2681,48,7
o-bil-bil-qld-4626,QLD,4626,1992,42,3
collingwood-park-qld-4301,QLD,4301,36527,28,3
arcadia-bay-qld-4819,QLD,4819,2475,58,4
glennie-heights-qld-4370,QLD,4370,19195,45,13
maryvale-qld-4370,QLD,4370,19195,45,13
mountain-creek-qld-4557,QLD,4557,20161,39,1
dunmore-qld-4407,QLD,4407,506,47,2
miami-keys-qld-4218,QLD,4218,35371,41,9
cambridge-plateau-nsw-2469,NSW,2469,4359,54,15
florence-bay-qld-4819,QLD,4819,2475,58,4
nirimba-qld-4551,QLD,4551,68286,44,8
ben-nevis-vic-3377,VIC,3377,9602,45,5
milton-bc-qld-4064,QLD,4064,12191,33,5
paddington-qld-4064,QLD,4064,12191,33,5
buaraba-south-qld-4311,QLD,4311,10412,43,2
central-queensland-mc-qld-4702,QLD,4702,29819,37,30
palm-beach-qld-4221,QLD,4221,28889,40,1
flint-wa-6302,WA,6302,3485,24,4
saint-ronans-wa-6302,WA,6302,3485,56,4
alpurrurulam-qld-4825,QLD,4825,19299,31,25
scarborough-qld-4020,QLD,4020,25603,50,4
the-basin-nsw-2108,NSW,2108,1740,58,2
sherwood-qld-4075,QLD,4075,25506,38,3
alroy-qld-4825,QLD,4825,19299,31,25
parkside-qld-4825,QLD,4825,19299,31,25
willow-vale-qld-4209,QLD,4209,74284,30,2
wishart-qld-4122,QLD,4122,47147,36,5
victoria-point-qld-4165,QLD,4165,39491,42,4
gilberton-qld-4208,QLD,4208,24342,34,3
queens-beach-qld-4805,QLD,4805,11646,42,6
oakdale-qld-4605,QLD,4605,4770,41,5
miowera-vic-3862,VIC,3862,3547,42,8
ascot-qld-4359,QLD,4359,1388,41,3
maneroo-qld-4730,QLD,4730,3177,39,10
chorregon-qld-4730,QLD,4730,3177,39,10
sunrise-hills-qld-4563,QLD,4563,9826,50,3
four-mile-beach-qld-4871,QLD,4871,10798,42,35
wattle-ridge-qld-4357,QLD,4357,2531,47,8
jervis-island-qld-4875,QLD,4875,7526,28,23
theresa-creek-qld-4721,QLD,4721,3962,36,3
virginia-bc-qld-4014,QLD,4014,13190,37,3
capalaba-bc-qld-4157,QLD,4157,19771,40,3
wynnum-plaza-qld-4178,QLD,4178,26887,41,5
brighton-eventide-qld-4017,QLD,4017,37756,41,6
stafford-bc-qld-4053,QLD,4053,47604,36,6
canning-vale-south-wa-6155,WA,6155,53765,38,2
k-gari-qld-4581,QLD,4581,1415,55,3
hyde-park-qld-4812,QLD,4812,19110,39,4
sandgate-qld-4017,QLD,4017,37756,41,6
tingalpa-dc-qld-4173,QLD,4173,8463,38,2
horn-island-qld-4875,QLD,4875,7526,28,23
iama-qld-4875,QLD,4875,7526,28,23
kowbi-qld-4660,QLD,4660,8048,56,10
rising-sun-qld-4812,QLD,4812,19110,39,4
rosebery-vic-3395,VIC,3395,350,54,3
mexico-qld-4728,QLD,4728,229,38,4
oxford-park-qld-4053,QLD,4053,47604,36,6
stafford-city-qld-4053,QLD,4053,47604,36,6
stafford-dc-qld-4053,QLD,4053,47604,36,6
red-hill-qld-4059,QLD,4059,13740,30,6
redcliffe-north-qld-4020,QLD,4020,25603,50,4
thompson-estate-qld-4103,QLD,4103,14995,33,4
archerfield-bc-qld-4108,QLD,4108,6188,34,1
cashs-crossing-qld-4035,QLD,4035,27323,40,1
richlands-qld-4077,QLD,4077,35805,32,8
springwood-qld-4127,QLD,4127,27206,38,4
capalaba-dc-qld-4157,QLD,4157,19771,40,3
goodna-east-qld-4300,QLD,4300,68675,32,6
alexandra-qld-4740,QLD,4740,85500,38,30
cairns-dc-qld-4870,QLD,4870,73803,39,17
cairns-central-qld-4870,QLD,4870,73803,39,17
mundaring-dc-wa-6073,WA,6073,3190,50,3
lansdowne-qld-4478,QLD,4478,500,42,4
dohles-rocks-qld-4503,QLD,4503,52483,33,1
the-devils-wilderness-nsw-2758,NSW,2758,8848,62,1
bellfield-qld-4822,QLD,4822,779,36,5
mentmore-qld-4798,QLD,4798,691,47,2
jindalee-qld-4074,QLD,4074,24071,40,3
highland-plains-qld-4454,QLD,4454,730,43,2
mount-hutton-qld-4454,QLD,4454,730,43,2
mount-tassie-vic-3844,VIC,3844,31179,40,2
mayfield-north-nsw-2304,NSW,2304,15807,37,2
west-amberley-qld-4306,QLD,4306,43997,34,15
white-rock-qld-4306,QLD,4306,43997,34,15
ekibin-qld-4121,QLD,4121,26062,37,4
clifton-hill-qld-4105,QLD,4105,13929,36,3
rocklea-qld-4106,QLD,4106,1672,34,3
rosewood-qld-4340,QLD,4340,6007,43,6
deua-nsw-2537,NSW,2537,12981,55,1
byadbo-wilderness-nsw-2628,NSW,2628,2176,45,4
thuringowa-dc-qld-4814,QLD,4814,46193,34,7
aherrenge-nt-0872,NT,0872,14676,29,32
castle-hill-qld-4810,QLD,4810,21697,40,8
ailsa-vic-3393,VIC,3393,2614,50,2
wundaru-qld-4740,QLD,4740,85500,38,30
alligator-creek-qld-4740,QLD,4740,85500,38,30
bakers-creek-qld-4740,QLD,4740,85500,38,30
ross-river-qld-4816,QLD,4816,9284,44,17
yakapari-qld-4740,QLD,4740,85500,38,30
louisa-creek-qld-4740,QLD,4740,85500,38,30
kianga-qld-4718,QLD,4718,2582,35,2
running-creek-qld-4287,QLD,4287,938,47,2
anthonys-lagoon-qld-4825,QLD,4825,19299,31,25
palmyra-dc-wa-6157,WA,6157,14603,41,1
warraber-island-qld-4875,QLD,4875,7526,28,23
coralie-qld-4871,QLD,4871,10798,47,35
diamantina-lakes-qld-4735,QLD,4735,960,47,3
winburndale-nsw-2795,NSW,2795,45077,39,14
glendale-qld-4711,QLD,4711,1787,44,2
toolara-qld-4570,QLD,4570,46427,46,15
fregon-nt-0872,NT,0872,14676,29,32
chirn-park-qld-4215,QLD,4215,55425,40,7
boonah-qld-4310,QLD,4310,6017,50,5
keebra-park-qld-4215,QLD,4215,55425,40,7
glen-kedron-qld-4031,QLD,4031,14292,35,1
dalyenong-vic-3477,VIC,3477,817,69,6
fernlees-qld-4702,QLD,4702,29819,37,30
banyenong-vic-3480,VIC,3480,1805,51,2
granite-flat-vic-3525,VIC,3525,1369,55,2
tyenna-vic-3533,VIC,3533,744,51,3
dunrobin-qld-4728,QLD,4728,229,38,4
bedford-road-vic-3135,VIC,3135,20698,39,1
north-rockhampton-qld-4701,QLD,4701,43828,37,11
bray-park-qld-4500,QLD,4500,45656,36,5
cornwall-qld-4455,QLD,4455,8610,36,3
chatswood-hills-qld-4127,QLD,4127,27206,38,4
statue-bay-qld-4703,QLD,4703,25129,43,10
hervey-bay-qld-4655,QLD,4655,66789,51,10
beaconsfield-qld-4740,QLD,4740,85500,38,30
sapphire-qld-4702,QLD,4702,29819,37,30
shoalwater-qld-4702,QLD,4702,29819,37,30
grasstree-qld-4737,QLD,4737,8325,41,5
the-bluff-qld-4340,QLD,4340,6007,43,6
preston-qld-4352,QLD,4352,31026,39,14
lakeland-downs-qld-4871,QLD,4871,10798,42,35
maroochydore-dc-qld-4558,QLD,4558,23327,46,5
mount-lindesay-qld-4287,QLD,4287,938,47,2
postans-wa-6167,WA,6167,28476,35,2
hervey-bay-dc-qld-4655,QLD,4655,66789,51,10
brisk-bay-qld-4805,QLD,4805,11646,42,6
rose-bay-qld-4805,QLD,4805,11646,42,6
scrubby-creek-qld-4570,QLD,4570,46427,46,15
gawler-tas-7315,TAS,7315,15635,48,2
flinders-lakes-qld-4285,QLD,4285,21763,41,7
gympie-dc-qld-4570,QLD,4570,46427,46,15
lyons-qld-4124,QLD,4124,23445,35,2
goldsborough-qld-4865,QLD,4865,8623,38,4
lynwood-qld-4660,QLD,4660,8048,56,10
bellevue-qld-4892,QLD,4892,5329,30,11
richlands-bc-qld-4077,QLD,4077,35805,32,8
aratula-qld-4309,QLD,4309,3366,45,3
brassall-heights-qld-4305,QLD,4305,64356,37,8
west-wellesley-islands-qld-4871,QLD,4871,10798,42,35
maryvale-qld-4703,QLD,4703,25129,43,10
howick-nsw-2330,NSW,2330,21445,37,13
epsom-qld-4741,QLD,4741,7346,44,17
lockyer-qld-4344,QLD,4344,2709,42,4
great-keppel-island-qld-4700,QLD,4700,17312,39,4
rockhampton-hospital-qld-4700,QLD,4700,17312,39,4
yorke-island-qld-4875,QLD,4875,7526,28,23
broadwater-qld-4405,QLD,4405,14360,36,9
calliope-qld-4680,QLD,4680,55339,36,21
barwidgi-qld-4872,QLD,4872,4248,49,8
linden-qld-4490,QLD,4490,1508,43,1
balingool-qld-4510,QLD,4510,55940,38,3
mount-pleasant-qld-4521,QLD,4521,5174,44,1
gladfield-qld-4370,QLD,4370,19195,45,13
gladstone-bc-qld-4680,QLD,4680,55339,36,21
sun-valley-qld-4680,QLD,4680,55339,36,21
cunningham-qld-4370,QLD,4370,19195,45,13
clinton-qld-4680,QLD,4680,55339,36,21
loch-valley-vic-3833,VIC,3833,340,62,6
toowong-bc-qld-4066,QLD,4066,18609,31,5
salisbury-qld-4107,QLD,4107,6790,35,2
taylors-beach-qld-4850,QLD,4850,10923,51,6
broadwater-qld-4380,QLD,4380,8093,50,7
sugarloaf-qld-4380,QLD,4380,8093,50,7
rite-island-qld-4807,QLD,4807,10785,44,8
fortitude-valley-bc-qld-4006,QLD,4006,24411,31,5
newstead-qld-4006,QLD,4006,24411,31,5
happy-valley-nsw-2430,NSW,2430,36841,49,7
richmond-hill-qld-4820,QLD,4820,10732,41,8
palmwoods-qld-4555,QLD,4555,7723,43,1
woerden-nsw-2321,NSW,2321,19857,34,2
thistle-island-sa-5606,SA,5606,14459,41,4
kurraca-west-vic-3518,VIC,3518,1321,51,4
the-spit-qld-4217,QLD,4217,45197,44,9
sundown-qld-4382,QLD,4382,462,53,2
bloomfleet-qld-4275,QLD,4275,3895,41,5
bundara-vic-3898,VIC,3898,705,52,4
norley-qld-4492,QLD,4492,322,35,4
central-queensland-university-qld-4701,QLD,4701,43828,37,11
moorundie-sa-5357,SA,5357,442,57,2
whinstanes-qld-4007,QLD,4007,15451,39,5
robertson-qld-4109,QLD,4109,37703,36,5
ascot-qld-4007,QLD,4007,15451,39,5
sunnybank-south-qld-4109,QLD,4109,37703,36,5
salisbury-east-qld-4107,QLD,4107,6790,35,2
spurgeon-qld-4873,QLD,4873,6771,47,11
townsville-west-qld-4810,QLD,4810,21697,40,8
florida-gardens-qld-4218,QLD,4218,35371,41,9
q-supercentre-qld-4218,QLD,4218,35371,41,9
rio-vista-qld-4218,QLD,4218,35371,41,9
tally-valley-qld-4220,QLD,4220,32574,41,4
fulham-qld-4313,QLD,4313,2316,52,1
sunshine-plaza-qld-4558,QLD,4558,23327,46,5
fossilbrook-qld-4871,QLD,4871,10798,34,35
landsborough-qld-4550,QLD,4550,4908,42,1
doobarda-wa-6112,WA,6112,70564,33,1
caloundra-bc-qld-4551,QLD,4551,68286,44,8
mount-archer-qld-4701,QLD,4701,43828,37,11
coolangatta-qld-4225,QLD,4225,8374,49,4
long-point-nsw-2800,NSW,2800,48283,37,21
gladstone-dc-qld-4680,QLD,4680,55339,36,21
rialto-qld-4218,QLD,4218,35371,41,9
nobby-beach-qld-4218,QLD,4218,35371,41,9
bulleringa-qld-4871,QLD,4871,10798,42,35
jubilee-qld-4065,QLD,4065,10171,38,3
rainworth-qld-4065,QLD,4065,10171,38,3
bardon-west-qld-4065,QLD,4065,10171,38,3
narrambla-nsw-2800,NSW,2800,48283,37,21
gillen-sa-0870,SA,0870,20341,34,1
jungaburra-vic-3575,VIC,3575,842,66,3
trinder-park-qld-4114,QLD,4114,29702,32,6
sumner-park-bc-qld-4074,QLD,4074,24071,40,3
acacia-ridge-bc-qld-4110,QLD,4110,16461,32,4
billabong-vic-3858,VIC,3858,3125,46,15
moolawatana-sa-5732,SA,5732,146,46,11
o-connor-wa-6163,WA,6163,54704,41,2
larapinta-qld-4110,QLD,4110,16461,32,4
richlands-dc-qld-4077,QLD,4077,35805,32,8
wallaman-qld-4850,QLD,4850,10923,34,6
gillum-vic-3858,VIC,3858,3125,46,15
glenfalloch-vic-3858,VIC,3858,3125,46,15
kalkaroo-sa-5440,SA,5440,169,49,38
wiawera-sa-5440,SA,5440,169,49,38
ediacara-sa-5730,SA,5730,115,43,14
howitt-plains-vic-3858,VIC,3858,3125,46,15
faraway-hill-sa-5417,SA,5417,1501,52,11
navan-sa-5412,SA,5412,1191,57,1
greenhills-nsw-2440,NSW,2440,23166,45,4
holowiliena-sa-5432,SA,5432,148,41,7
station-arcade-sa-5000,SA,5000,18202,31,10
wabonga-vic-3678,VIC,3678,6568,48,5
riverlea-park-sa-5120,SA,5120,2859,35,1
carrai-nsw-2440,NSW,2440,23166,45,4
port-adelaide-bc-sa-5015,SA,5015,6006,42,3
nelse-vic-3699,VIC,3699,1242,41,2
salisbury-north-whites-road-sa-5108,SA,5108,43329,36,1
coppabella-qld-4741,QLD,4741,7346,44,17
daydream-island-qld-4741,QLD,4741,7346,44,17
bogantungan-qld-4702,QLD,4702,29819,37,30
douglas-qld-4354,QLD,4354,1283,45,1
peachna-sa-5607,SA,5607,5360,44,10
tichular-nsw-2850,NSW,2850,19146,73,14
barigan-nsw-2850,NSW,2850,19146,40,14
warunda-sa-5607,SA,5607,5360,44,10
roxby-downs-station-sa-5725,SA,5725,3976,31,1
gluepot-sa-5417,SA,5417,1501,52,11
thomas-plains-sa-5554,SA,5554,5389,45,1
paddys-flat-nsw-2632,NSW,2632,1892,47,2
mackenzie-qld-4702,QLD,4702,29819,37,30
welsby-qld-4507,QLD,4507,20612,63,4
bonython-sa-5238,SA,5238,4422,57,8
wangaratta-west-vic-3677,VIC,3677,19214,44,4
coolcha-sa-5238,SA,5238,4422,57,8
hawks-nest-station-sa-5330,SA,5330,3376,49,2
taylorville-station-sa-5330,SA,5330,3376,49,2
willsden-sa-5700,SA,5700,11042,40,3
evelyn-downs-sa-5723,SA,5723,1812,46,8
nilpinna-station-sa-5723,SA,5723,1812,46,8
wattle-park-vic-3128,VIC,3128,22841,34,4
ingleside-qld-4228,QLD,4228,5585,43,1
gagalba-qld-4551,QLD,4551,68286,44,8
bowen-nsw-2800,NSW,2800,48283,37,21
warren-sa-5233,SA,5233,1513,48,1
inverbrackie-sa-5244,SA,5244,4451,45,1
bayah-sa-5260,SA,5260,1797,49,1
broken-hill-sa-2880,SA,2880,18097,44,1
warwick-farm-sa-2170,SA,2170,114479,35,1
marree-station-sa-5733,SA,5733,129,48,12
elizabeth-west-dc-sa-5113,SA,5113,19570,34,5
elizabeth-west-sa-5113,SA,5113,19570,34,5
rangemore-qld-4806,QLD,4806,3771,49,8
woden-act-2606,ACT,2606,12071,34,4
deepwater-qld-4674,QLD,4674,1579,55,3
rosedale-qld-4674,QLD,4674,1579,55,3
kippax-act-2615,ACT,2615,47356,36,3
wattle-flat-vic-3352,VIC,3352,18922,40,14
wangaratta-qld-4806,QLD,4806,3771,49,8
bowen-bridge-qld-4006,QLD,4006,24411,31,5
brisbane-exhibition-qld-4006,QLD,4006,24411,31,5
reedy-creek-qld-4227,QLD,4227,23904,36,1
munna-point-qld-4566,QLD,4566,8716,56,4
noosaville-bc-qld-4566,QLD,4566,8716,56,4
noosaville-dc-qld-4566,QLD,4566,8716,56,4
boondandilla-qld-4406,QLD,4406,1712,42,2
rainbow-bay-qld-4225,QLD,4225,8374,49,4
monterey-keys-qld-4212,QLD,4212,33470,45,5
santa-barbara-qld-4212,QLD,4212,33470,45,5
sanctuary-cove-qld-4212,QLD,4212,33470,45,5
kirra-qld-4225,QLD,4225,8374,49,4
felton-east-qld-4358,QLD,4358,2967,33,2
burrar-islet-qld-4875,QLD,4875,7526,28,23
dowar-islet-qld-4875,QLD,4875,7526,28,23
coobool-nsw-2734,NSW,2734,472,45,4
buckland-qld-4722,QLD,4722,1640,39,1
springside-qld-4356,QLD,4356,5218,42,4
stonehenge-qld-4357,QLD,4357,2531,47,8
jimbour-qld-4406,QLD,4406,1712,42,2
south-wellesley-islands-qld-4871,QLD,4871,10798,42,35
spurgeon-qld-4871,QLD,4871,10798,42,35
barringun-nsw-2840,NSW,2840,2389,36,2
brown-hill-wa-6431,WA,6431,935,33,5
the-dimonds-qld-4650,QLD,4650,34942,80,16
amber-qld-4871,QLD,4871,10798,42,35
mamu-qld-4871,QLD,4871,10798,42,35
peregian-beach-south-qld-4573,QLD,4573,31392,42,1
blackdown-qld-4702,QLD,4702,29819,25,30
coominglah-forest-qld-4630,QLD,4630,2337,51,3
brisbane-qld-4000,QLD,4000,20341,31,6
colmslie-qld-4170,QLD,4170,28030,34,2
churchill-qld-4305,QLD,4305,64356,37,8
dural-nsw-2330,NSW,2330,21445,37,13
eastlake-qld-4350,QLD,4350,115218,38,23
st-helens-qld-4356,QLD,4356,5218,42,4
gregory-qld-4830,QLD,4830,1739,26,5
flying-fox-qld-4275,QLD,4275,3895,41,5
eildon-hill-qld-4030,QLD,4030,18592,33,2
weerriba-qld-4703,QLD,4703,25129,43,10
windsor-qld-4030,QLD,4030,18592,33,2
seven-hills-qld-4170,QLD,4170,28030,34,2
highbury-qld-4892,QLD,4892,5329,30,11
laura-qld-4892,QLD,4892,5329,30,11
eurimbula-qld-4677,QLD,4677,4217,48,2
great-sandy-strait-qld-4655,QLD,4655,66789,60,10
southport-qld-4215,QLD,4215,55425,40,7
kalarka-qld-4741,QLD,4741,7346,44,17
lindeman-island-qld-4741,QLD,4741,7346,44,17
long-island-qld-4741,QLD,4741,7346,44,17
taragoola-qld-4680,QLD,4680,55339,36,21
ngatjan-qld-4860,QLD,4860,11316,42,9
martynvale-qld-4870,QLD,4870,73803,39,17
moorvale-qld-4105,QLD,4105,13929,36,3
smoky-creek-qld-4702,QLD,4702,29819,37,30
elphinstone-qld-4742,QLD,4742,1192,37,4
budderoo-nsw-2535,NSW,2535,7993,69,1
dalwogan-qld-4415,QLD,4415,2166,41,4
southern-lamington-qld-4211,QLD,4211,62508,39,6
nerang-dc-qld-4211,QLD,4211,62508,39,6
nerang-bc-qld-4211,QLD,4211,62508,39,6
syndicate-qld-4873,QLD,4873,6771,47,11
pindari-hills-qld-4211,QLD,4211,62508,39,6
chapel-hill-qld-4069,QLD,4069,35527,42,5
lone-pine-qld-4069,QLD,4069,35527,42,5
washpool-nsw-2425,NSW,2425,2018,47,1
kenmore-east-qld-4069,QLD,4069,35527,42,5
cullinga-nsw-2588,NSW,2588,299,54,2
woolein-qld-4702,QLD,4702,29819,61,30
kamma-qld-4865,QLD,4865,8623,38,4
manar-qld-4613,QLD,4613,886,53,2
weja-nsw-2669,NSW,2669,1539,43,4
melrose-qld-4613,QLD,4613,886,53,2
mackay-south-qld-4740,QLD,4740,85500,38,30
erlando-beach-qld-4800,QLD,4800,10081,44,10
gregory-river-qld-4800,QLD,4800,10081,44,10
osborne-mine-qld-4825,QLD,4825,19299,31,25
clifton-beach-qld-4879,QLD,4879,21919,44,2
white-rock-qld-4868,QLD,4868,22896,38,3
newtown-qld-4350,QLD,4350,115218,38,23
drayton-north-qld-4350,QLD,4350,115218,38,23
northlands-qld-4350,QLD,4350,115218,38,23
kotara-east-nsw-2305,NSW,2305,13108,41,1
monarch-glen-qld-4285,QLD,4285,21763,41,7
daandine-qld-4405,QLD,4405,14360,36,9
big-tuan-qld-4650,QLD,4650,34942,49,16
crestmead-dc-qld-4132,QLD,4132,27070,29,2
montrose-qld-4413,QLD,4413,8675,35,8
chances-plains-qld-4413,QLD,4413,8675,35,8
birnam-qld-4352,QLD,4352,31026,39,14
cawdor-qld-4352,QLD,4352,31026,39,14
oakwood-qld-4670,QLD,4670,84718,46,18
springfield-qld-4300,QLD,4300,68675,32,6
camira-qld-4300,QLD,4300,68675,32,6
merinda-qld-4805,QLD,4805,11646,42,6
bundaberg-qld-4670,QLD,4670,84718,46,18
pine-creek-qld-4670,QLD,4670,84718,46,18
avondale-qld-4670,QLD,4670,84718,46,18
kensington-qld-4670,QLD,4670,84718,46,18
ashfield-qld-4670,QLD,4670,84718,46,18
moore-park-qld-4670,QLD,4670,84718,46,18
kia-ora-qld-4570,QLD,4570,46427,46,15
emerald-qld-4720,QLD,4720,15031,32,2
crystal-brook-qld-4800,QLD,4800,10081,44,10
torrington-qld-4350,QLD,4350,115218,38,23
clifford-gardens-qld-4350,QLD,4350,115218,38,23
charlton-qld-4350,QLD,4350,115218,38,23
gowrie-qld-4350,QLD,4350,115218,38,23
yamala-qld-4720,QLD,4720,15031,32,2
wagga-wagga-south-nsw-2650,NSW,2650,61511,36,10
lamington-qld-4285,QLD,4285,21763,41,7
crystal-waters-qld-4552,QLD,4552,9019,56,5
redbank-qld-4301,QLD,4301,36527,28,3
ironpot-qld-4701,QLD,4701,43828,37,11
westvale-qld-4514,QLD,4514,8605,39,6
colston-park-qld-4737,QLD,4737,8325,41,5
rockhampton-shopping-fair-qld-4701,QLD,4701,43828,37,11
kalka-qld-4701,QLD,4701,43828,37,11
cedar-creek-nsw-2325,NSW,2325,31073,39,10
plane-creek-west-qld-4737,QLD,4737,8325,41,5
leichhardt-qld-4305,QLD,4305,64356,37,8
northgate-qld-4013,QLD,4013,4876,35,2
o-connell-qld-4680,QLD,4680,55339,36,21
sundown-qld-4860,QLD,4860,11316,42,9
o-briens-hill-qld-4860,QLD,4860,11316,42,9
greenvale-qld-4816,QLD,4816,9284,44,17
buchanan-qld-4816,QLD,4816,9284,44,17
wacol-east-immigration-centre-qld-4076,QLD,4076,8353,35,1
finlay-vale-qld-4873,QLD,4873,6771,47,11
willows-gemfields-qld-4702,QLD,4702,29819,37,30
wonga-qld-4873,QLD,4873,6771,47,11
steiglitz-qld-4207,QLD,4207,68477,34,7
alberton-qld-4207,QLD,4207,68477,34,7
paterson-qld-4570,QLD,4570,46427,46,15
mulgrave-island-qld-4875,QLD,4875,7526,28,23
murray-island-qld-4875,QLD,4875,7526,28,23
woodhill-qld-4285,QLD,4285,21763,41,7
mosman-park-qld-4820,QLD,4820,10732,41,8
armstrong-creek-qld-4520,QLD,4520,13885,45,3
newlands-qld-4804,QLD,4804,2125,43,2
rupertswood-qld-4817,QLD,4817,30785,36,2
mount-tamborine-qld-4272,QLD,4272,8105,50,3
toko-qld-4829,QLD,4829,516,37,3
beaumaris-vic-3192,VIC,3192,24129,40,5
moana-park-qld-4218,QLD,4218,35371,41,9
pomona-qld-4568,QLD,4568,3736,48,2
swan-creek-qld-4370,QLD,4370,19195,45,13
nashville-qld-4017,QLD,4017,37756,41,6
robina-dc-qld-4226,QLD,4226,37266,40,2
redcliffe-qld-4020,QLD,4020,25603,50,4
ashgrove-east-qld-4060,QLD,4060,13450,38,5
south-trees-qld-4680,QLD,4680,55339,36,21
highfields-qld-4352,QLD,4352,31026,39,14
malakoff-qld-4405,QLD,4405,14360,36,9
kelso-qld-4815,QLD,4815,21397,35,1
hillcrest-heights-qld-4650,QLD,4650,34942,49,16
springdale-qld-4380,QLD,4380,8093,50,7
rosebery-heights-nt-0832,NT,0832,18727,30,2
bathurst-island-nt-0822,NT,0822,25304,30,40
helen-springs-station-nt-0852,NT,0852,8735,28,13
maranboy-nt-0852,NT,0852,8735,28,13
darwin-mc-nt-0820,NT,0820,19920,35,8
oenpelli-nt-0822,NT,0822,25304,30,40
border-store-nt-0822,NT,0822,25304,30,40
elrundie-nt-0822,NT,0822,25304,30,40
darwin-mc-nt-0822,NT,0822,25304,30,40
victoria-river-downs-nt-0852,NT,0852,8735,28,13
palmerston-nt-0830,NT,0830,18501,33,2
dunmarra-nt-0852,NT,0852,8735,28,13
elsey-station-nt-0852,NT,0852,8735,28,13
micket-creek-nt-0822,NT,0822,25304,63,40
kalkaringi-nt-0852,NT,0852,8735,28,13
tindal-raaf-nt-0853,NT,0853,850,29,2
mapuru-nt-0822,NT,0822,25304,30,40
maranunga-nt-0822,NT,0822,25304,30,40
phillip-creek-station-nt-0862,NT,0862,715,28,10
renner-springs-nt-0862,NT,0862,715,28,10
pitjantjatjara-homelands-nt-0872,NT,0872,14676,29,32
ayers-range-south-nt-0872,NT,0872,14676,29,32
telegraph-station-nt-0872,NT,0872,14676,29,32
antewenegerrde-nt-0872,NT,0872,14676,29,32
gulung-mardrulk-nt-0852,NT,0852,8735,28,13
wugularr-nt-0852,NT,0852,8735,28,13
muckaty-station-nt-0862,NT,0862,715,28,10
cresswell-downs-nt-0862,NT,0862,715,28,10
docker-river-nt-0872,NT,0872,14676,29,32
uluru-nt-0872,NT,0872,14676,29,32
urapuntja-nt-0872,NT,0872,14676,29,32
woolaning-nt-0822,NT,0822,25304,30,40
sovereign-hill-vic-3350,VIC,3350,66022,39,10
happy-valley-vic-3351,VIC,3351,9106,41,5
craigie-vic-3465,VIC,3465,10111,51,9
golden-point-vic-3465,VIC,3465,10111,51,9
irishtown-vic-3451,VIC,3451,5819,47,4
berrimal-west-vic-3478,VIC,3478,2584,53,6
golden-point-vic-3451,VIC,3451,5819,47,4
paradise-vic-3381,VIC,3381,1401,48,6
plumpton-vic-3335,VIC,3335,6195,31,1
bulga-vic-3586,VIC,3586,799,43,2
wonnangatta-vic-3737,VIC,3737,4426,50,4
morrl-morrl-vic-3381,VIC,3381,1401,63,6
grays-bridge-vic-3477,VIC,3477,817,54,6
zumsteins-vic-3401,VIC,3401,4596,44,11
preston-tas-7315,TAS,7315,15635,48,2
dartmoor-vic-3304,VIC,3304,2786,49,2
wulgulmerang-west-vic-3885,VIC,3885,1876,47,4
kupunn-qld-4405,QLD,4405,14360,36,9
cambridge-tas-7170,TAS,7170,5734,43,2
gunyah-vic-3960,VIC,3960,2715,58,4
yalmy-vic-3885,VIC,3885,1876,66,4
toombul-qld-4012,QLD,4012,23440,36,2
fimiston-wa-6432,WA,6432,7150,35,1
southport-bc-qld-4215,QLD,4215,55425,40,7
moolawatana-sa-5731,SA,5731,234,39,14
mount-freeling-sa-5731,SA,5731,234,39,14
trafalgar-wa-6431,WA,6431,935,33,5
sundale-qld-4215,QLD,4215,55425,40,7
woodford-qld-4514,QLD,4514,8605,39,6
mirimbah-vic-3722,VIC,3722,5815,47,2
mount-sabine-vic-3236,VIC,3236,257,52,2
